0|--|131706,20814,124470,136346
1|--|20814,120592,5290
2|--|37025
3|--|90784,121693,111197,52258
4|--|42845,120592,145569,136346
5|--|6543,121754,149558,42363
6|--|60966,120592,55052
7|--|34844,133185,126251
8|--|27558,120592,136346
9|--|111958,55157,17602,129977
10|--|20814,120592,92153
11|--|54214,125657,54029
12|--|61089,95513
13|--|50743,121517
14|--|21537,2129,58664,91640
15|--|83501,63955,49003,14766
16|--|126251,4683,104116
17|--|121253,132479,56698,51780
18|--|119969,6211
19|--|33971,113781,130476,126396
20|--|130723,99485,40750,32169,35140
21|--|135509,30074,76660,51075,88104,80845
22|--|121072,63933,124877
23|--|57735,134566,10976
24|--|26970,66968,79466
25|--|32725,64412,61062,95023,51130,35973,109006
26|--|17438,123734
27|--|23008,92632,85411
28|--|25698,84054,47340
29|--|137012,10767,124392
30|--|145125,43692,8702,57806
31|--|141181,59986,29027,21344,98128
32|--|107274,122838
33|--|71849,126914,86349
34|--|97075,148332,80452
35|--|74276,79421
36|--|119900,108337,43482,52510
37|--|128084,119579,64631
38|--|71625,90676,122962
39|--|93133,41875,28231,96812
40|--|40539,21697,25395
41|--|98172,90875
42|--|141820
43|--|42886,11313
44|--|109026,133455
45|--|77070,54339
46|--|36334,17736
47|--|133108,133455
48|--|22296,15179,149086
49|--|87332,57495
50|--|97296,119351,125335,119166,42498,80576
51|--|83254,86343
52|--|18424,81539,65813
53|--|126914,102353,123513
54|--|144143,133196
55|--|2034,87762,70656,109868,57099
56|--|86598,114556,25311
57|--|35288,90875
58|--|2034,52991,59973,57099,77832
59|--|51198,71374
60|--|80358,61703
61|--|9316
62|--|17758,99061
63|--|65744,690,96716,62486
64|--|43625,6281,16051
65|--|53224,27681
66|--|54453,59827
67|--|42807
68|--|124939
69|--|57692,41779,52230,109802
70|--|2987,84503
71|--|50370,132034,3561,15550
72|--|93598,76267
73|--|30503,55783,56508,76467
74|--|63208,86355
75|--|57465,43165
76|--|67582,131780,40626,120790
77|--|63208,92604,33941,86355
78|--|124939
79|--|143884,101723,145007,109802
80|--|108287,14083
81|--|99269
82|--|143445,140926,102375,70360,81387
83|--|99269,68856
84|--|94007,90395,37864,69560,43365
85|--|52904,102743
86|--|11225,64507,113344
87|--|69890,107578
88|--|46095,10668,29608
89|--|191,141348
90|--|102940
91|--|123844,2935
92|--|43546,20524
93|--|99269,75246
94|--|34549,71556,35290
95|--|142342,40391
96|--|54453,59827
97|--|15467,67359,26269,11293,2533
98|--|52904,113323,102743
99|--|57692,109802,52230
100|--|52251,126877,29752
101|--|54453,129804
102|--|95681,116141,108813
103|--|54453
104|--|116072,139440
105|--|54453,59827,1940
106|--|41124,75868,88897,39655,5261
107|--|41124,23036,50603,50108
108|--|149580,54453,59827
109|--|17710,101819
110|--|145625,54453,72997
111|--|129804,54453,111111,19447,110268
112|--|20559,127483,65114,70238,64407,123687
113|--|110945,58766,72148
114|--|129720,8321,139929
115|--|42628,17710
116|--|120524,142849,54523
117|--|64806,48298
118|--|144551,16614,80208,130957
119|--|129483,57124,87108
120|--|107649,96778
121|--|77523,54302,132520
122|--|21318,47673,146089
123|--|99269,68856
124|--|14142,90876,119725,20580
125|--|102830,135441,79503
126|--|37527,101749
127|--|21318,47673,146089
128|--|119993,28664,67546
129|--|15437,108279,126656,37329
130|--|43211,128953,79211,105562
131|--|26307,71947
132|--|37551,90551
133|--|57787,75708
134|--|94672,143657,56827,80955
135|--|30503,90537,56508,76467
136|--|131685,47305,75672
137|--|91228,100083,67539,39529,54523
138|--|128883,140221,51696,46181
139|--|106513,139156,4766,129770
140|--|55382,136191,47933,8249,52074,33974
141|--|29510,48001
142|--|12849,48112
143|--|50925,56667,83963
144|--|119993,67546,28664,129973
145|--|147356,90883
146|--|36432,3241,59933,13226
147|--|35589,101835,49789
148|--|93496,365,112248
149|--|12455,77523,54302,5109,116848
150|--|51844,116814,148280,97515
151|--|103827,43880,15096,87108
152|--|360,61612,58943
153|--|99269
154|--|100945,141773,131123,35569,98175,28154,57848
155|--|116448,77909,40110
156|--|42631,99012,7071
157|--|42508,84051
158|--|52516
159|--|92605,972,121688,29612
160|--|127342,37569,32933
161|--|46790,127483
162|--|127342,32933,37569
163|--|146363,106797,88301
164|--|23845,63063,125778
165|--|49757,54147,122564,138007,140285
166|--|103621,20559,65114,64407,70238,123687,127483
167|--|18940,67748
168|--|54453
169|--|31923,124576,6817
170|--|94007,37864,90395,43365
171|--|99269,13559,68856
172|--|145529,102974,134087,147421,48250
173|--|132818,110797
174|--|54453,148968
175|--|136815,85742
176|--|94933,31610,68180
177|--|124939,120558
178|--|132725,95641,78753
179|--|99269,75246,68856
180|--|110945,58766,137313,72148
181|--|71947,6327
182|--|69196,63475
183|--|90876,14142,119725,20580
184|--|1673
185|--|148479
186|--|17035
187|--|12304,115883,91953,81314,148184,90518
188|--|54453
189|--|127054,102101,95775
190|--|30503,140433,76467
191|--|136299,124638,104493,53543,83963
192|--|88682,77423,58766,72148
193|--|148910,95506
194|--|97404,116574
195|--|93598,76267
196|--|12665,127054,102101
197|--|146660,2256
198|--|127766,86380,36955,7990,89583,71509,36938,54523,109432,73923,111648
199|--|132496,90551
200|--|43880,7843,87108,15096
201|--|32255,31610
202|--|32255,31610
203|--|123298,142597,23128,55177,142092
204|--|42631,99012,7071
205|--|21875,90190,31243
206|--|13944,91900
207|--|50483,1097,96778
208|--|84598,1673
209|--|28305,67690
210|--|78656,19548
211|--|44388,68006,1696
212|--|139830,125230,24678,365
213|--|17128,67890,124220,61850,13553,8211
214|--|144194,79211
215|--|147240,127600,108606
216|--|3959,65077
217|--|43211,105562
218|--|49873,3959,44644
219|--|72833,69958,57791,39852,86502
220|--|117086,127054,102101
221|--|119097,19599,13023,136267
222|--|140241,112271
223|--|20683,97520
224|--|146580,119960
225|--|3959
226|--|51696,46181,128883,29549,95752
227|--|128497,96665
228|--|43475,38675,65704,121396,136538,111775,126079,53050,104193
229|--|117086,127054,102101,12665
230|--|125988,104672,135483,2527
231|--|99099,8813,34481
232|--|12721,65788,46958
233|--|30503,28075,76467
234|--|25164,142660,93228,16676,146643
235|--|147755,18373,131979,85604
236|--|108658,3119,79137,126878
237|--|124341,8629
238|--|51599,146363,80208,48250
239|--|7328,46958,101567,105309,53770,147560
240|--|108144,91795,87133,19123
241|--|136267,119097
242|--|18744,117086,127483,29919
243|--|23118,123863,136390,80146,14260,39006,37335,139567
244|--|34288,72235,35768,32784
245|--|47745,26769,130108,68163,36955,79533
246|--|117658,29336
247|--|13944,91900
248|--|127097
249|--|39696,35765,57708,66684
250|--|147648,108606,7768,105431
251|--|6851,132654,43211,56426,28075,58305,105562
252|--|90894,77706,89022,20846
253|--|55293,71677,23491,20281,46894,139806
254|--|81078,15406,91127,30390,119517,96630,25637
255|--|49873,3959,44644
256|--|21953,14163,122519,126274,80534,5099,59353
257|--|34971,91900
258|--|44388,143259,1696
259|--|44005,124341,96778
260|--|104755,50493,107424,138046
261|--|8629,50483,96778
262|--|99012,6746,65246,7071
263|--|128497,29225,49826,2136
264|--|77496,14142,137287,28897,48250
265|--|106008,97572,17339
266|--|37369,83888,30268,100067
267|--|119940,65975,29178
268|--|77878,117764
269|--|3959
270|--|86890,88402,99269
271|--|23795,130467,24077,87108
272|--|64638,15096
273|--|128883,79024,14530,145808,112146
274|--|102830,13786,79503
275|--|115912,50483
276|--|100317,117517,78931,3115,57799,111605,66137
277|--|90285,66281,122461,2103,81962,54523
278|--|113710,119097
279|--|136267,144407,143323
280|--|96152,51778,83843,88754,105123
281|--|69477,119871,20482
282|--|98653,127549,69555,113035,66223
283|--|21103
284|--|33951,86664,129374,96778
285|--|113710,119097
286|--|46911,99269,68856
287|--|46911,99269,68856
288|--|2615,65258,117658
289|--|2213,137589
290|--|115717,51183,107433,84264,92526
291|--|44005,33951,96778
292|--|84485,115400,81373,136267,144407,69682
293|--|101616,106358,80374,60384
294|--|20482,69477
295|--|128940,26086,114080,91732
296|--|48119,79705,45994,9701,122156
297|--|56326,67049,71086
298|--|86890,99269
299|--|32289,30701,102952,130540,39831
300|--|93274,97394,36955
301|--|5596,42077,102281
302|--|103634,68764,28413,9200
303|--|145130,95948
304|--|68041,3887
305|--|129611,115385,135007,66484
306|--|73889,32822,64427,92474,40132
307|--|35135,62487,121547,58074,6930,136599
308|--|96778,124341,80064
309|--|148842,48119,79705,45994,122156
310|--|39215,33619,1767
311|--|42752,54302,132414,41424,27104,642,132520
312|--|51455,39882
313|--|91613,35490,139272,9930
314|--|56326,71086,36287
315|--|85303,82271,41609,82008
316|--|108740,47204,69742,42461,36268,25637,10926
317|--|48119,131210,79705,109494,250,44178,45994,122156
318|--|142812,89634,89943,67820,47950,65784,21494,127298
319|--|35906,104053,26153,106577,8664
320|--|15667,106408
321|--|122876
322|--|35077,136990,68109,86800,132708,142230
323|--|127306,65066,117783,52995,130572,148042
324|--|80146,65780,48452,6502,122907,135483
325|--|94298,60331,82025,93496,137828,137247,61890,149472,147473
326|--|104148,4124,81546,142152
327|--|108778,85200
328|--|37619,30268,126450,91975,42080
329|--|48634
330|--|93711,148230,116193
331|--|125395,148290,144395,92526,94074
332|--|131685,13989,75672
333|--|70643,94175,123356
334|--|17018,40465
335|--|24791,52276,128640
336|--|148968,54453
337|--|64871,72232,127483
338|--|61658,35290
339|--|29411,5301,15467,46958
340|--|94175,70643,123356
341|--|57596,106017,36252,40604,22529
342|--|35934,36250,80146,135483,46610
343|--|75022,104917
344|--|35934,36250,80146,135483,46610
345|--|43904,31455
346|--|124547,119097,120049,122665
347|--|15646,20993
348|--|45136,137435
349|--|33795,18439,4851,65416,82952,129564
350|--|53370,87937
351|--|64565,123375,137052,105562
352|--|78042,68386,14829
353|--|140692,89666
354|--|1862,103189,50298
355|--|126037,25158,57904,107424
356|--|114165,52415
357|--|53370
358|--|53370,80701
359|--|114850,87937
360|--|33749,34363,25116,15643
361|--|124523,8113,43388,93451
362|--|8908,107303,80745
363|--|19082,42743
364|--|41779,21597,127512
365|--|91228,76955,77301,128831,61745,111393,54523
366|--|125230,139830,93496,365
367|--|51844,26323,97515,148280
368|--|128859,103325
369|--|23264,47808,145738
370|--|131599,30503,76467
371|--|37551,25815,18012
372|--|37551,119389,104193,90551,18012
373|--|140433,30503,76467
374|--|123486,137689,30886,121920
375|--|14062,26544,26642,53599,85608
376|--|87482,50493,107424
377|--|130624,148411
378|--|131094,137595,51640
379|--|88616,248
380|--|71519,122424,131094
381|--|107811,94883
382|--|119269,32731,248,66944
383|--|4095
384|--|82205
385|--|97263,88616
386|--|7766,55988,4095
387|--|97263,88616
388|--|56987,56960,48748,108241,23264,145738
389|--|36628,88616
390|--|40137,114397,115398
391|--|61129,136394,82717,22391
392|--|82245,99637,39623
393|--|1404,71476
394|--|114428
395|--|36628,88616
396|--|1404,71476
397|--|139165,135139
398|--|102882,43328,2391
399|--|40111,10379,101867,86771,41195
400|--|59543,85525,10,74689
401|--|55637,124175,124575,27899
402|--|42032,23818
403|--|122112,60419,4230
404|--|15632,119519,20759
405|--|17433,82190
406|--|59549,124270,74738,77703
407|--|44342
408|--|42032,23818
409|--|123144
410|--|99751,57246,117257,124682,10607,138263
411|--|15179,28808,112432
412|--|67323,44569,107343
413|--|100426,35525
414|--|9357,54795,14763,58330
415|--|76193,50417,124378
416|--|134668,132467,135663
417|--|50041,68941
418|--|30009,27847
419|--|44579,57267
420|--|97828,34113
421|--|85311,79944
422|--|31624,50619
423|--|147301,137871,4514,72471
424|--|134668,132467,26215,135663
425|--|27007,73196,117370,102247
426|--|117711,28339
427|--|141795
428|--|92849,83788,134717,70001
429|--|83317,122687,132646
430|--|27007,62325,128867,73196,102247
431|--|13771,41861,24727,60690,87762,25005,57099
432|--|143652,116359,146897,12675
433|--|135865,65275
434|--|68909,73500
435|--|100397,97866
436|--|17336,36506,15372
437|--|49471,33676,146321
438|--|130265,54641,36270,46261,20818
439|--|121205,126948
440|--|37881,109123,45257,47565
441|--|67003,36032
442|--|47974,147550,92404
443|--|33659,42109,124826
444|--|122175,135644,40420
445|--|24223,60244,69092,29995,56320
446|--|29118,54338
447|--|85313,3582,48583,86152
448|--|72365,118328
449|--|117990,86628,12171,54820,146321
450|--|137434,97866
451|--|17123,64676
452|--|15632,119519,20759
453|--|117838,28442
454|--|117838,28442
455|--|138317,85696
456|--|9582,17736
457|--|77070,23769,35768,70302,54339
458|--|9357,54795,14763,58330
459|--|30824,76105,71905,75958
460|--|43750,57043,22082,92602
461|--|145331,34113
462|--|124942,138250
463|--|95308,22052,86349
464|--|138317,105470
465|--|82190
466|--|112744,57267
467|--|72590
468|--|145942
469|--|120728,37976,60794,20265,28554
470|--|23769,35768,46837,77070,98180,54339
471|--|119517,138040,46196,15002
472|--|35971,25311,135186,4403
473|--|51460,100011,56860
474|--|69338,145942
475|--|138346,113530
476|--|86248,97903
477|--|139184,145942
478|--|30614,59789
479|--|99904,88040,31723,26801
480|--|137035,123046,12346,73116,142144,24726,69055,107528,47808
481|--|33158
482|--|46991,44820
483|--|108090,65025,59910
484|--|146165,35095,36820,11063,140815,43852,2575,38340
485|--|73982,134511,126320
486|--|101884,63754
487|--|19585,124167,110981
488|--|134748,63277
489|--|113821,58860,8577,52457
490|--|100848,19860
491|--|82252,77070,127771,130698,82612,70302,54339
492|--|101776,33002,34899
493|--|37619,121037,132709
494|--|32282,133455
495|--|681,34833
496|--|52977,70068,140052
497|--|118942,63334,148704,22709,16906
498|--|83738,43575,73600
499|--|10070,124010,141270,4860
500|--|114556,108573,6495
501|--|34446,22952
502|--|132629,88941,92915
503|--|83689,54344,54117,122962
504|--|104819,111593,4569
505|--|12800,3483
506|--|124242,26643,120652,55052,119078
507|--|9055,9021,58366
508|--|17124,133336,141540
509|--|1374,55897,135550
510|--|129641,97902,105939,61979,78662,132405,104590
511|--|100597,21986,38366
512|--|38287,71707,122362,31230
513|--|38268,114991,76126,75210,79827,57428,139245,125565
514|--|56193,83665,74815,66820,22671
515|--|135390,53901,37237
516|--|125870,15431,99234
517|--|45595,137409,98514
518|--|32045,1353
519|--|55113,92782
520|--|56725,140083,89646
521|--|132956,122327,61886
522|--|100421,69034,66477,30954,130115,104212,111518,120452,110318
523|--|50819,139408
524|--|127531
525|--|13372,119718,76674,9244
526|--|98543,26720
527|--|85548,37976,60794
528|--|109868,109437,2263,57099
529|--|95749,108874,130951
530|--|92116,19719
531|--|47903,32792
532|--|60419,71918
533|--|124316,44979
534|--|59852,50028,107221,37372
535|--|14310,125684,50271
536|--|76465,134890
537|--|135133,48867,99288
538|--|95473,34366,137104,137209,13337
539|--|105231,148173,116616
540|--|20788,126716
541|--|22793,104326
542|--|141187,70026
543|--|100631,91115,129111,13890,148672
544|--|131071,125090,142551,47148
545|--|95111
546|--|139493,126430,118489,70414
547|--|66418,81693
548|--|35971,135186,4403
549|--|94359,22194,117194,137196
550|--|146290,52464,6152,11904
551|--|64173,134453,58781,45223
552|--|139205,72472,77371,10128,45760
553|--|72593,76672,116784,83773
554|--|29972,39278,97769,42794,112661,81892
555|--|98587
556|--|86339,70999
557|--|125482,35921,22187,73975,45344,133664
558|--|20004,139408,50819,3400
559|--|125107,149115,58401,60923
560|--|60419,71918,14761
561|--|113428,44523,145582,17973
562|--|104166,15883,56153
563|--|72665,16960,50819,139408,52118,14458
564|--|113530,100973,138346
565|--|36645,123282,138159,125421,27107
566|--|1619,146272,42092,16267,88827
567|--|61834,16857,107012
568|--|31599,33832,20658
569|--|23653,33579,91843
570|--|36467,45223
571|--|61200,19824,122817,129198
572|--|47746,68745,91424,14676
573|--|29540,149660,55501
574|--|73465,54142,47265
575|--|85924,82353,114439,41502
576|--|142994,139171,10779,78222,80057
577|--|82353,85924,44167
578|--|130936,140815
579|--|143821,27401,1015
580|--|109353,37976,60794
581|--|2280,56055,27881,125567,102377
582|--|63354,104159,64532,14504
583|--|143174,34620
584|--|88723,98354,145352,26223
585|--|109026,133455
586|--|141187,130920
587|--|128711,103510
588|--|109026,95541
589|--|133588,142525,56846,72590
590|--|84226,46276
591|--|140221,145942,6834,79546
592|--|101238,30933
593|--|106935,1436,98960,102988
594|--|101056
595|--|18780,126707
596|--|56860,119899,45223
597|--|41861,120820,25005,142374,74876
598|--|127026,50140
599|--|106248,137490,78684,114703,32315
600|--|102651,78041
601|--|53651,95329,31604
602|--|43631,9232
603|--|42985,122483
604|--|32947,133813,82996
605|--|106021,116699,74899,2560
606|--|124073,129913
607|--|76574,83816
608|--|31599,33832
609|--|39202,130258
610|--|47746,14676,15943,10607
611|--|118595,98488,130010,25746
612|--|98317,18592,103393,120054
613|--|134126,72459,98797
614|--|145933,79609,72516
615|--|36293,33002
616|--|16538,132467
617|--|132241,149591,127556,112616,42856
618|--|132722,60419,36293,60207
619|--|115069,34899
620|--|112865,49883,51278,11888
621|--|21239,72860,130643
622|--|18570,22574,28636
623|--|147830,116084,105979
624|--|105470,132467,14925
625|--|144152,130354,55605,87126
626|--|30763,69338
627|--|48592,114556
628|--|76995,129913,44979
629|--|32327,98960,1436,102988
630|--|133108,123737,102574,133455
631|--|86976,52982,58509
632|--|115892,143942
633|--|54861,964
634|--|127248,81044,146403,13764,78754
635|--|145331,34113
636|--|45737,54795,64377
637|--|108116,42813,31878
638|--|15015,148009
639|--|89258,53067,62376
640|--|70653,138481,118887,112284
641|--|13288,111635,62458,17876
642|--|97237,103936
643|--|40605,76759
644|--|138481,27143,59113
645|--|101879,39723
646|--|55897,43355,76995
647|--|52290,106870
648|--|55113,40710
649|--|104899,128231,5698,111078
650|--|44262
651|--|31660,43355,112284
652|--|76481,93636,140266
653|--|1436,106935,102988
654|--|78710,41885,149062
655|--|97341
656|--|133108,133455
657|--|4732,103449,103153,29791,124726
658|--|116942,116277,101562,14426
659|--|143450,37357,128981
660|--|33158,45223,33002
661|--|147830,116084,105979
662|--|116203,149062,41885
663|--|82969,101879
664|--|25182,17511
665|--|21836,96025,142320
666|--|116657,38002,80576
