0|--|59641,20433,80864,69044
1|--|20433,111867,66305
2|--|67087
3|--|28008,122778,57600,145335
4|--|139386,111867,146272,69044
5|--|78646,109592,6751,65635
6|--|1729,111867,70144
7|--|49307,34596,141624
8|--|124946,111867,69044
9|--|50590,41878,36075,105098
10|--|20433,111867,138754
11|--|122697,106091,123846
12|--|109384,9701
13|--|3603,37518
14|--|39982,22382,135033,21294
15|--|117976,137844,30650,111373
16|--|141624,24399,96221
17|--|93479,24065,28066,79403
18|--|3358,23480
19|--|9548,76857,47901,58007
20|--|25648,40289,94883,6760,11336
21|--|43524,47504,54643,81504,95428,145350
22|--|21242,38495,117127
23|--|132248,40854,10684
24|--|43368,1454,71584
25|--|81510,31392,49065,29044,56930,24770,86865
26|--|15726,94296
27|--|103564,110961,111791
28|--|25490,53517,3087
29|--|36054,97350,50403
30|--|130862,23226,80718,10894
31|--|4935,31564,36525,41280,80197
32|--|18548,4686
33|--|146649,96064,103991
34|--|131178,144716,45834
35|--|134575,132685
36|--|40515,10833,91287,130418
37|--|34337,98681,56969
38|--|2177,90008,16240
39|--|109629,44808,27031,125371
40|--|58348,112687,121070
41|--|149132,22884
42|--|142079
43|--|17013,118606
44|--|100669,80818
45|--|144464,56366
46|--|50317,61769
47|--|71851,80818
48|--|136094,86769,115540
49|--|95517,140674
50|--|1555,68412,40188,128875,131320,111106
51|--|74008,102045
52|--|138549,77601,84911
53|--|96064,75295,18117
54|--|129680,79981
55|--|131389,57123,3366,64568,96255
56|--|52367,80770,139442
57|--|53979,22884
58|--|131389,129362,80693,96255,58882
59|--|135049,3323
60|--|17517,105361
61|--|55706
62|--|57499,21589
63|--|2393,24066,43035,5504
64|--|30976,91586,66979
65|--|13433,66895
66|--|63365,57331
67|--|13514
68|--|146046
69|--|139680,123578,101259,55747
70|--|83847,55989
71|--|25901,46288,56324,63404
72|--|67647,91458
73|--|96938,45842,49371,101895
74|--|2823,31494
75|--|50777,33248
76|--|92153,99297,111341,84273
77|--|2823,130470,88715,31494
78|--|146046
79|--|41672,44525,120237,55747
80|--|125570,84715
81|--|57335
82|--|858,133649,11320,107756,43302
83|--|57335,33269
84|--|108171,96765,71900,127427,5535
85|--|70485,56347
86|--|124429,4444,144753
87|--|24295,9108
88|--|70614,41059,139233
89|--|20907,28957
90|--|81546
91|--|128416,136439
92|--|128564,101685
93|--|57335,1632
94|--|127758,124723,39956
95|--|123099,91382
96|--|63365,57331
97|--|113057,65938,95937,127046,23270
98|--|70485,53179,56347
99|--|139680,55747,101259
100|--|135735,100075,71046
101|--|63365,84732
102|--|111706,131519,41541
103|--|63365
104|--|109919,90854
105|--|63365,57331,13694
106|--|119390,138170,13409,49687,113269
107|--|119390,142716,141014,22924
108|--|1830,63365,57331
109|--|103950,86404
110|--|69369,63365,128092
111|--|84732,63365,67815,60851,68967
112|--|98435,142348,71156,127240,128543,33975
113|--|86671,116905,115024
114|--|133785,59234,53189
115|--|91334,103950
116|--|8513,24734,141766
117|--|85904,143501
118|--|98327,37887,98463,85525
119|--|35084,2010,140655
120|--|145330,140290
121|--|104497,131778,69665
122|--|34604,42586,65754
123|--|57335,33269
124|--|114790,52935,19015,15003
125|--|79779,56032,54427
126|--|135113,81637
127|--|34604,42586,65754
128|--|29523,123895,64117
129|--|125999,121552,99086,91540
130|--|4931,135746,75206,25130
131|--|51835,19187
132|--|66457,66061
133|--|68595,108924
134|--|74639,15103,78327,44908
135|--|96938,96564,49371,101895
136|--|25237,76567,100269
137|--|148490,81818,93830,114575,141766
138|--|148484,33120,136198,63970
139|--|125712,101453,139219,39700
140|--|45441,68572,128478,46742,58572,84918
141|--|95636,88530
142|--|125847,84595
143|--|23993,55743,115418
144|--|29523,64117,123895,10471
145|--|15888,102786
146|--|21614,121040,24852,71044
147|--|108926,127941,119140
148|--|117524,82697,124794
149|--|35615,104497,131778,56367,69275
150|--|128645,119894,35427,57538
151|--|136040,7096,98709,140655
152|--|17695,117739,109461
153|--|57335
154|--|46233,69651,108574,95966,32930,78697,126350
155|--|142821,69639,33576
156|--|103229,55533,78512
157|--|46405,121833
158|--|129894
159|--|73875,114385,76205,136940
160|--|105644,14317,31259
161|--|140547,142348
162|--|105644,31259,14317
163|--|87221,19781,91122
164|--|18631,19636,86743
165|--|92155,34097,144148,88996,129129
166|--|95006,98435,71156,128543,127240,33975,142348
167|--|103791,74593
168|--|63365
169|--|66419,47359,12039
170|--|108171,71900,96765,5535
171|--|57335,32410,33269
172|--|33813,124699,68562,20908,88369
173|--|97177,105196
174|--|63365,2094
175|--|67883,83397
176|--|10252,69311,39611
177|--|146046,138088
178|--|23383,105456,96046
179|--|57335,1632,33269
180|--|86671,116905,19224,115024
181|--|19187,12666
182|--|16418,2248
183|--|52935,114790,19015,15003
184|--|22275
185|--|88570
186|--|67938
187|--|125735,103818,48955,57749,113794,137032
188|--|63365
189|--|37442,102187,148106
190|--|96938,6909,101895
191|--|14305,126941,107195,99129,115418
192|--|116971,78772,116905,115024
193|--|135713,21211
194|--|142640,78968
195|--|67647,91458
196|--|10846,37442,102187
197|--|63011,89714
198|--|91742,134579,112438,68246,39527,88184,110048,141766,59989,11608,32248
199|--|11427,66061
200|--|7096,97640,140655,98709
201|--|1312,69311
202|--|1312,69311
203|--|113685,30595,1860,67442,85118
204|--|103229,55533,78512
205|--|135568,126701,105815
206|--|86934,111630
207|--|141625,87278,140290
208|--|42307,22275
209|--|4187,59056
210|--|117982,83321
211|--|11613,105330,148725
212|--|104545,123354,92269,82697
213|--|87333,130618,7254,73407,49928,130841
214|--|122353,75206
215|--|135275,64004,140139
216|--|36891,87547
217|--|4931,25130
218|--|82424,36891,93180
219|--|31930,121486,29082,115304,146842
220|--|81439,37442,102187
221|--|147284,148724,98252,136537
222|--|114084,33961
223|--|76017,136603
224|--|55275,8723
225|--|36891
226|--|136198,63970,148484,1622,88819
227|--|8632,34277
228|--|75416,3051,97242,42395,75155,102308,18481,5628,74287
229|--|81439,37442,102187,10846
230|--|62286,56077,26399,146647
231|--|4622,113111,46414
232|--|61861,125691,3615
233|--|96938,28718,101895
234|--|26825,132426,106580,12305,38507
235|--|78088,134649,132382,11137
236|--|83759,144426,121022,30142
237|--|142758,37659
238|--|69615,87221,98463,88369
239|--|77277,3615,142641,41047,11344,83843
240|--|18826,142170,37253,60342
241|--|136537,147284
242|--|73924,81439,142348,97980
243|--|100549,117831,2157,142887,82872,126054,139697,50314
244|--|30988,14636,114594,69970
245|--|89782,102043,77707,143825,112438,92359
246|--|142380,7694
247|--|86934,111630
248|--|46130
249|--|101478,45007,142109,147366
